,GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,IN_TIME_REAL,OUT_TIME_REAL,PLAYER_PTS,PT_DIFF,USG_PCT,h_a
0,0022300017,1610612748,Miami,Heat,200768,Kyle,Lowry,0.0,2090.0,0,-7.0,0.0,away
1,0022300017,1610612748,Miami,Heat,200768,Kyle,Lowry,14400.0,21135.0,0,2.0,0.048,away
2,0022300017,1610612748,Miami,Heat,201567,Kevin,Love,4180.0,9190.0,1,0.0,0.263,away
3,0022300017,1610612748,Miami,Heat,201567,Kevin,Love,18050.0,21135.0,2,2.0,0.2,away
4,0022300017,1610612748,Miami,Heat,201567,Kevin,Love,21287.0,21527.0,0,0.0,0.0,away
5,0022300017,1610612748,Miami,Heat,202710,Jimmy,Butler,0.0,6310.0,11,-8.0,0.318,away
6,0022300017,1610612748,Miami,Heat,202710,Jimmy,Butler,11150.0,21287.0,15,11.0,0.286,away
7,0022300017,1610612748,Miami,Heat,202710,Jimmy,Butler,24820.0,28800.0,6,-1.0,0.429,away
8,0022300017,1610612748,Miami,Heat,1626196,Josh,Richardson,4180.0,14400.0,4,15.0,0.15,away
9,0022300017,1610612748,Miami,Heat,1626196,Josh,Richardson,19210.0,28800.0,2,-4.0,0.154,away
10,0022300017,1610612748,Miami,Heat,1628389,Bam,Adebayo,0.0,4180.0,4,-6.0,0.357,away
11,0022300017,1610612748,Miami,Heat,1628389,Bam,Adebayo,6310.0,11150.0,5,6.0,0.263,away
12,0022300017,1610612748,Miami,Heat,1628389,Bam,Adebayo,13170.0,18050.0,8,6.0,0.375,away
13,0022300017,1610612748,Miami,Heat,1628389,Bam,Adebayo,21135.0,28800.0,4,-5.0,0.125,away
14,0022300017,1610612748,Miami,Heat,1628418,Thomas,Bryant,11150.0,13170.0,2,5.0,0.333,away
15,0022300017,1610612748,Miami,Heat,1629130,Duncan,Robinson,0.0,4180.0,3,-6.0,0.143,away
16,0022300017,1610612748,Miami,Heat,1629130,Duncan,Robinson,6310.0,11150.0,6,6.0,0.211,away
17,0022300017,1610612748,Miami,Heat,1629130,Duncan,Robinson,13170.0,18050.0,4,6.0,0.188,away
18,0022300017,1610612748,Miami,Heat,1629130,Duncan,Robinson,21135.0,28665.0,5,-5.0,0.194,away
19,0022300017,1610612748,Miami,Heat,1629312,Haywood,Highsmith,0.0,6310.0,0,-8.0,0.045,away
20,0022300017,1610612748,Miami,Heat,1629312,Haywood,Highsmith,9190.0,19210.0,12,16.0,0.167,away
21,0022300017,1610612748,Miami,Heat,1629312,Haywood,Highsmith,21527.0,24820.0,0,-2.0,0.059,away
22,0022300017,1610612748,Miami,Heat,1629312,Haywood,Highsmith,28665.0,28800.0,0,0.0,0.0,away
23,0022300017,1610612748,Miami,Heat,1630696,Dru,Smith,2090.0,4180.0,0,1.0,0.0,away
24,0022300017,1610612748,Miami,Heat,1631170,Jaime,Jaquez Jr.,4180.0,13170.0,4,9.0,0.114,away
25,0022300017,1610612748,Miami,Heat,1631170,Jaime,Jaquez Jr.,18050.0,28800.0,13,-3.0,0.238,away
0,0022300017,1610612766,Charlotte,Hornets,202397,Ish,Smith,4610.0,9190.0,2,-1.0,0.158,home
